gene	KO	pathway	description
OCG01335	K03065	map03050	Proteasome
OCG01338	K19476	map04144	Endocytosis
OCG01339	K01850	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
OCG01339	K01850	map01100	Metabolic pathways
OCG01339	K01850	map01110	Biosynthesis of secondary metabolites
OCG01339	K01850	map01230	Biosynthesis of amino acids
OCG01340	K13621	map00564	Glycerophospholipid metabolism
OCG01341	K02684	map03030	DNA replication
OCG01342	K02220	map04011	MAPK signaling pathway - yeast
OCG01342	K02220	map04111	Cell cycle - yeast
OCG01342	K02220	map04113	Meiosis - yeast
OCG01343	K01950	map00760	Nicotinate and nicotinamide metabolism
OCG01343	K01950	map01100	Metabolic pathways
OCG01343	K01950	map01240	Biosynthesis of cofactors
OCG01345	K01626	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
OCG01345	K01626	map01100	Metabolic pathways
OCG01345	K01626	map01110	Biosynthesis of secondary metabolites
OCG01345	K01626	map01230	Biosynthesis of amino acids
OCG01346	K01656	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
OCG01346	K01656	map01100	Metabolic pathways
OCG01346	K01656	map01110	Biosynthesis of secondary metabolites
OCG01346	K01656	map01230	Biosynthesis of amino acids
OCG01346	K13501	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
OCG01346	K13501	map01100	Metabolic pathways
OCG01346	K13501	map01110	Biosynthesis of secondary metabolites
OCG01346	K13501	map01230	Biosynthesis of amino acids
OCG01349	K02885	map03010	Ribosome
OCG01350	K03013	map03020	RNA polymerase
OCG01351	K03097	map03008	Ribosome biogenesis in eukaryotes
OCG01351	K03097	map04139	Mitophagy - yeast
OCG01352	K02858	map00740	Riboflavin metabolism
OCG01352	K02858	map01100	Metabolic pathways
OCG01352	K02858	map01110	Biosynthesis of secondary metabolites
OCG01352	K02858	map01240	Biosynthesis of cofactors
OCG01356	K14555	map03008	Ribosome biogenesis in eukaryotes
OCG01357	K01755	map00220	Arginine biosynthesis
OCG01357	K01755	map00250	Alanine, aspartate and glutamate metabolism
OCG01357	K01755	map01100	Metabolic pathways
OCG01357	K01755	map01110	Biosynthesis of secondary metabolites
OCG01357	K01755	map01230	Biosynthesis of amino acids
OCG01358	K00789	map00270	Cysteine and methionine metabolism
OCG01358	K00789	map00999	Biosynthesis of various plant secondary metabolites
OCG01358	K00789	map01100	Metabolic pathways
OCG01358	K00789	map01110	Biosynthesis of secondary metabolites
OCG01358	K00789	map01230	Biosynthesis of amino acids
OCG01358	K00789	map01240	Biosynthesis of cofactors
OCG01361	K10746	map03430	Mismatch repair
OCG01363	K14539	map03008	Ribosome biogenesis in eukaryotes
OCG01364	K01634	map00600	Sphingolipid metabolism
OCG01364	K01634	map01100	Metabolic pathways
OCG01365	K01876	map00970	Aminoacyl-tRNA biosynthesis
OCG01367	K01951	map00230	Purine metabolism
OCG01367	K01951	map01100	Metabolic pathways
OCG01367	K01951	map01232	Nucleotide metabolism
OCG01369	K05917	map00100	Steroid biosynthesis
OCG01369	K05917	map01100	Metabolic pathways
OCG01369	K05917	map01110	Biosynthesis of secondary metabolites
OCG01370	K00939	map00230	Purine metabolism
OCG01370	K00939	map00730	Thiamine metabolism
OCG01370	K00939	map01100	Metabolic pathways
OCG01370	K00939	map01110	Biosynthesis of secondary metabolites
OCG01370	K00939	map01232	Nucleotide metabolism
OCG01370	K00939	map01240	Biosynthesis of cofactors
OCG01372	K12198	map04144	Endocytosis
OCG01375	K13338	map04146	Peroxisome
OCG01377	K00654	map00600	Sphingolipid metabolism
OCG01377	K00654	map01100	Metabolic pathways
OCG01377	K00654	map04138	Autophagy - yeast
OCG01379	K10865	map03440	Homologous recombination
OCG01379	K10865	map03450	Non-homologous end-joining
OCG01380	K17900	map00561	Glycerolipid metabolism
OCG01380	K17900	map01100	Metabolic pathways
OCG01380	K17900	map04138	Autophagy - yeast
OCG01384	K00559	map00100	Steroid biosynthesis
OCG01384	K00559	map01100	Metabolic pathways
OCG01384	K00559	map01110	Biosynthesis of secondary metabolites
OCG01385	K02870	map03010	Ribosome
OCG01386	K00621	map00520	Amino sugar and nucleotide sugar metabolism
OCG01386	K00621	map01100	Metabolic pathways
OCG01386	K00621	map01250	Biosynthesis of nucleotide sugars
OCG01387	K14568	map03008	Ribosome biogenesis in eukaryotes
OCG01389	K03950	map00190	Oxidative phosphorylation
OCG01389	K03950	map01100	Metabolic pathways
OCG01390	K02883	map03010	Ribosome
OCG01391	K02934	map03010	Ribosome
OCG01393	K01489	map00240	Pyrimidine metabolism
OCG01393	K01489	map01100	Metabolic pathways
OCG01393	K01489	map01232	Nucleotide metabolism
OCG01394	K14170	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
OCG01394	K14170	map01100	Metabolic pathways
OCG01394	K14170	map01110	Biosynthesis of secondary metabolites
OCG01394	K14170	map01230	Biosynthesis of amino acids
OCG01397	K06126	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
OCG01397	K06126	map01100	Metabolic pathways
OCG01397	K06126	map01110	Biosynthesis of secondary metabolites
OCG01397	K06126	map01240	Biosynthesis of cofactors
OCG01399	K02150	map00190	Oxidative phosphorylation
OCG01399	K02150	map01100	Metabolic pathways
OCG01399	K02150	map04145	Phagosome
OCG01400	K04712	map00600	Sphingolipid metabolism
OCG01400	K04712	map01100	Metabolic pathways
OCG01401	K09659	map00510	N-Glycan biosynthesis
OCG01401	K09659	map01100	Metabolic pathways
OCG01402	K02257	map00190	Oxidative phosphorylation
OCG01402	K02257	map00860	Porphyrin metabolism
OCG01402	K02257	map01100	Metabolic pathways
OCG01402	K02257	map01110	Biosynthesis of secondary metabolites
OCG01402	K02257	map01240	Biosynthesis of cofactors
OCG01403	K00654	map00600	Sphingolipid metabolism
OCG01403	K00654	map01100	Metabolic pathways
OCG01403	K00654	map04138	Autophagy - yeast
OCG01404	K00413	map00190	Oxidative phosphorylation
OCG01404	K00413	map01100	Metabolic pathways
OCG01405	K02937	map03010	Ribosome
OCG01406	K19704	map04011	MAPK signaling pathway - yeast
OCG01407	K03142	map03022	Basal transcription factors
OCG01407	K03142	map03420	Nucleotide excision repair
OCG01410	K00237	map00020	Citrate cycle (TCA cycle)
OCG01410	K00237	map00190	Oxidative phosphorylation
OCG01410	K00237	map01100	Metabolic pathways
OCG01410	K00237	map01110	Biosynthesis of secondary metabolites
OCG01410	K00237	map01200	Carbon metabolism
OCG01412	K00765	map00340	Histidine metabolism
OCG01412	K00765	map01100	Metabolic pathways
OCG01412	K00765	map01110	Biosynthesis of secondary metabolites
OCG01412	K00765	map01230	Biosynthesis of amino acids
OCG01415	K01939	map00230	Purine metabolism
OCG01415	K01939	map00250	Alanine, aspartate and glutamate metabolism
OCG01415	K01939	map01100	Metabolic pathways
OCG01415	K01939	map01232	Nucleotide metabolism
OCG01415	K01939	map01240	Biosynthesis of cofactors
OCG01416	K00767	map00760	Nicotinate and nicotinamide metabolism
OCG01416	K00767	map01100	Metabolic pathways
OCG01416	K00767	map01240	Biosynthesis of cofactors
OCG01417	K08658	map00900	Terpenoid backbone biosynthesis
OCG01417	K08658	map01110	Biosynthesis of secondary metabolites
OCG01418	K06655	map04111	Cell cycle - yeast
OCG01418	K06655	map04138	Autophagy - yeast
OCG01423	K18466	map04144	Endocytosis
OCG01425	K01493	map00240	Pyrimidine metabolism
OCG01425	K01493	map01100	Metabolic pathways
OCG01425	K01493	map01232	Nucleotide metabolism
OCG01425	K08337	map04136	Autophagy - other
OCG01425	K08337	map04138	Autophagy - yeast
OCG01426	K10686	map04120	Ubiquitin mediated proteolysis
OCG01428	K03011	map03020	RNA polymerase
OCG01429	K02868	map03010	Ribosome
OCG01430	K01956	map00240	Pyrimidine metabolism
OCG01430	K01956	map00250	Alanine, aspartate and glutamate metabolism
OCG01430	K01956	map01100	Metabolic pathways
OCG01430	K01956	map01240	Biosynthesis of cofactors
OCG01433	K01620	map00260	Glycine, serine and threonine metabolism
OCG01433	K01620	map01100	Metabolic pathways
OCG01433	K01620	map01110	Biosynthesis of secondary metabolites
OCG01433	K01620	map01230	Biosynthesis of amino acids
OCG01435	K11827	map04144	Endocytosis
OCG01436	K00600	map00260	Glycine, serine and threonine metabolism
OCG01436	K00600	map00460	Cyanoamino acid metabolism
OCG01436	K00600	map00630	Glyoxylate and dicarboxylate metabolism
OCG01436	K00600	map00670	One carbon pool by folate
OCG01436	K00600	map00680	Methane metabolism
OCG01436	K00600	map01100	Metabolic pathways
OCG01436	K00600	map01110	Biosynthesis of secondary metabolites
OCG01436	K00600	map01200	Carbon metabolism
OCG01436	K00600	map01230	Biosynthesis of amino acids
OCG01436	K00600	map01240	Biosynthesis of cofactors
OCG01438	K03660	map03410	Base excision repair
OCG01441	K01809	map00051	Fructose and mannose metabolism
OCG01441	K01809	map00520	Amino sugar and nucleotide sugar metabolism
OCG01441	K01809	map01100	Metabolic pathways
OCG01441	K01809	map01110	Biosynthesis of secondary metabolites
OCG01441	K01809	map01240	Biosynthesis of cofactors
OCG01441	K01809	map01250	Biosynthesis of nucleotide sugars
OCG01443	K11353	map00190	Oxidative phosphorylation
OCG01443	K11353	map01100	Metabolic pathways
OCG01446	K10877	map03440	Homologous recombination
OCG01447	K12606	map03018	RNA degradation
OCG01450	K00616	map00030	Pentose phosphate pathway
OCG01450	K00616	map01100	Metabolic pathways
OCG01450	K00616	map01110	Biosynthesis of secondary metabolites
OCG01450	K00616	map01200	Carbon metabolism
OCG01450	K00616	map01230	Biosynthesis of amino acids
OCG01453	K03066	map03050	Proteasome
OCG01456	K06062	map03250	Viral life cycle - HIV-1
OCG01458	K08341	map04136	Autophagy - other
OCG01458	K08341	map04138	Autophagy - yeast
OCG01458	K08341	map04139	Mitophagy - yeast
OCG01460	K06669	map04111	Cell cycle - yeast
OCG01460	K06669	map04113	Meiosis - yeast
OCG01462	K00679	map00561	Glycerolipid metabolism
OCG01462	K00679	map01100	Metabolic pathways
OCG01463	K04079	map04141	Protein processing in endoplasmic reticulum
OCG01468	K03267	map03015	mRNA surveillance pathway
OCG01470	K03868	map03420	Nucleotide excision repair
OCG01470	K03868	map04111	Cell cycle - yeast
OCG01470	K03868	map04120	Ubiquitin mediated proteolysis
OCG01470	K03868	map04141	Protein processing in endoplasmic reticulum
OCG01472	K06636	map04111	Cell cycle - yeast
OCG01472	K06636	map04113	Meiosis - yeast
OCG01473	K03809	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
OCG01473	K03809	map01100	Metabolic pathways
OCG01473	K03809	map01110	Biosynthesis of secondary metabolites
OCG01473	K03809	map01240	Biosynthesis of cofactors
OCG01475	K00939	map00230	Purine metabolism
OCG01475	K00939	map00730	Thiamine metabolism
OCG01475	K00939	map01100	Metabolic pathways
OCG01475	K00939	map01110	Biosynthesis of secondary metabolites
OCG01475	K00939	map01232	Nucleotide metabolism
OCG01475	K00939	map01240	Biosynthesis of cofactors
OCG01475	K00944	map00230	Purine metabolism
OCG01475	K00944	map01110	Biosynthesis of secondary metabolites
OCG01475	K00944	map01232	Nucleotide metabolism
OCG01475	K00944	map01240	Biosynthesis of cofactors
OCG01476	K12486	map04144	Endocytosis
OCG01477	K18083	map00562	Inositol phosphate metabolism
OCG01477	K18083	map01100	Metabolic pathways
OCG01477	K18083	map04070	Phosphatidylinositol signaling system
OCG01477	K18083	map04138	Autophagy - yeast
OCG01478	K13939	map00790	Folate biosynthesis
OCG01478	K13939	map01100	Metabolic pathways
OCG01478	K13939	map01240	Biosynthesis of cofactors
OCG01478	K13941	map00790	Folate biosynthesis
OCG01478	K13941	map01100	Metabolic pathways
OCG01478	K13941	map01240	Biosynthesis of cofactors
OCG01479	K04706	map04120	Ubiquitin mediated proteolysis
OCG01480	K08493	map04130	SNARE interactions in vesicular transport
OCG01480	K08493	map04138	Autophagy - yeast
OCG01481	K12618	map03008	Ribosome biogenesis in eukaryotes
OCG01481	K12618	map03018	RNA degradation
OCG01484	K01477	map00230	Purine metabolism
OCG01484	K01477	map01100	Metabolic pathways
OCG01484	K01483	map00230	Purine metabolism
OCG01484	K01483	map01100	Metabolic pathways
OCG01486	K01768	map00230	Purine metabolism
OCG01486	K01768	map01100	Metabolic pathways
OCG01486	K01768	map04113	Meiosis - yeast
OCG01486	K01768	map04213	Longevity regulating pathway - multiple species
OCG01487	K01887	map00970	Aminoacyl-tRNA biosynthesis
OCG01490	K04409	map04011	MAPK signaling pathway - yeast
OCG01490	K04409	map04392	Hippo signaling pathway - multiple species
OCG01491	K05546	map00510	N-Glycan biosynthesis
OCG01491	K05546	map01100	Metabolic pathways
OCG01491	K05546	map04141	Protein processing in endoplasmic reticulum
OCG01495	K03849	map00510	N-Glycan biosynthesis
OCG01495	K03849	map01100	Metabolic pathways
OCG01497	K01431	map00240	Pyrimidine metabolism
OCG01497	K01431	map00410	beta-Alanine metabolism
OCG01497	K01431	map00770	Pantothenate and CoA biosynthesis
OCG01497	K01431	map01100	Metabolic pathways
OCG01500	K01069	map00620	Pyruvate metabolism
OCG01500	K01069	map01100	Metabolic pathways
OCG01504	K14676	map00564	Glycerophospholipid metabolism
OCG01504	K18550	map00230	Purine metabolism
OCG01504	K18550	map00760	Nicotinate and nicotinamide metabolism
OCG01504	K18550	map01100	Metabolic pathways
OCG01504	K18550	map01232	Nucleotide metabolism
OCG01505	K02149	map00190	Oxidative phosphorylation
OCG01505	K02149	map01100	Metabolic pathways
OCG01505	K02149	map04145	Phagosome
OCG01506	K11087	map03040	Spliceosome
OCG01507	K00888	map00562	Inositol phosphate metabolism
OCG01507	K00888	map01100	Metabolic pathways
OCG01507	K00888	map04011	MAPK signaling pathway - yeast
OCG01507	K00888	map04070	Phosphatidylinositol signaling system
OCG01508	K14326	map03013	Nucleocytoplasmic transport
OCG01508	K14326	map03015	mRNA surveillance pathway
OCG01512	K04718	map00600	Sphingolipid metabolism
OCG01512	K04718	map01100	Metabolic pathways
OCG01513	K01689	map00010	Glycolysis / Gluconeogenesis
OCG01513	K01689	map00680	Methane metabolism
OCG01513	K01689	map01100	Metabolic pathways
OCG01513	K01689	map01110	Biosynthesis of secondary metabolites
OCG01513	K01689	map01200	Carbon metabolism
OCG01513	K01689	map01230	Biosynthesis of amino acids
OCG01513	K01689	map03018	RNA degradation
OCG01516	K00052	map00290	Valine, leucine and isoleucine biosynthesis
OCG01516	K00052	map00660	C5-Branched dibasic acid metabolism
OCG01516	K00052	map01100	Metabolic pathways
OCG01516	K00052	map01110	Biosynthesis of secondary metabolites
OCG01516	K00052	map01210	2-Oxocarboxylic acid metabolism
OCG01516	K00052	map01230	Biosynthesis of amino acids
OCG01521	K14575	map03008	Ribosome biogenesis in eukaryotes
OCG01522	K02969	map03010	Ribosome
OCG01523	K03283	map03040	Spliceosome
OCG01523	K03283	map04141	Protein processing in endoplasmic reticulum
OCG01523	K03283	map04144	Endocytosis
OCG01523	K03283	map04213	Longevity regulating pathway - multiple species
OCG01524	K07889	map04144	Endocytosis
OCG01524	K07889	map04145	Phagosome
OCG01525	K15628	map02010	ABC transporters
OCG01525	K15628	map04146	Peroxisome
OCG01527	K10866	map03440	Homologous recombination
OCG01527	K10866	map03450	Non-homologous end-joining
OCG01529	K01001	map00510	N-Glycan biosynthesis
OCG01529	K01001	map01100	Metabolic pathways
OCG01532	K00972	map00520	Amino sugar and nucleotide sugar metabolism
OCG01532	K00972	map01100	Metabolic pathways
OCG01532	K00972	map01250	Biosynthesis of nucleotide sugars
OCG01533	K01874	map00450	Selenocompound metabolism
OCG01533	K01874	map00970	Aminoacyl-tRNA biosynthesis
OCG01533	K01874	map01100	Metabolic pathways
OCG01534	K15171	map03250	Viral life cycle - HIV-1
OCG01535	K17741	map00620	Pyruvate metabolism
OCG01535	K17741	map00640	Propanoate metabolism
OCG01535	K17741	map01100	Metabolic pathways
OCG01535	K17741	map04011	MAPK signaling pathway - yeast
OCG01537	K10742	map03030	DNA replication
OCG01540	K18655	map03013	Nucleocytoplasmic transport
OCG01540	K18655	map03015	mRNA surveillance pathway
OCG01541	K01705	map00300	Lysine biosynthesis
OCG01541	K01705	map01100	Metabolic pathways
OCG01541	K01705	map01110	Biosynthesis of secondary metabolites
OCG01541	K01705	map01210	2-Oxocarboxylic acid metabolism
OCG01541	K01705	map01230	Biosynthesis of amino acids
OCG01545	K02953	map03010	Ribosome
OCG01546	K01012	map00780	Biotin metabolism
OCG01546	K01012	map01100	Metabolic pathways
OCG01546	K01012	map01240	Biosynthesis of cofactors
OCG01547	K00643	map00260	Glycine, serine and threonine metabolism
OCG01547	K00643	map00860	Porphyrin metabolism
OCG01547	K00643	map01100	Metabolic pathways
OCG01547	K00643	map01110	Biosynthesis of secondary metabolites
OCG01547	K00643	map01240	Biosynthesis of cofactors
OCG01549	K14015	map04141	Protein processing in endoplasmic reticulum
OCG01550	K13566	map00250	Alanine, aspartate and glutamate metabolism
OCG01550	K13566	map01100	Metabolic pathways
OCG01551	K14571	map03008	Ribosome biogenesis in eukaryotes
OCG01552	K12625	map03018	RNA degradation
OCG01552	K12625	map03040	Spliceosome
OCG01554	K01858	map00562	Inositol phosphate metabolism
OCG01554	K01858	map01100	Metabolic pathways
OCG01554	K01858	map01110	Biosynthesis of secondary metabolites
OCG01558	K01580	map00250	Alanine, aspartate and glutamate metabolism
OCG01558	K01580	map00410	beta-Alanine metabolism
OCG01558	K01580	map00430	Taurine and hypotaurine metabolism
OCG01558	K01580	map00650	Butanoate metabolism
OCG01558	K01580	map01100	Metabolic pathways
OCG01558	K01580	map01110	Biosynthesis of secondary metabolites
OCG01559	K02183	map04070	Phosphatidylinositol signaling system
OCG01560	K18468	map04144	Endocytosis
OCG01561	K12191	map04144	Endocytosis
OCG01562	K02925	map03010	Ribosome
OCG01564	K02894	map03010	Ribosome
OCG01566	K14016	map04141	Protein processing in endoplasmic reticulum
OCG01568	K11824	map04144	Endocytosis
OCG01569	K05290	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
OCG01569	K05290	map01100	Metabolic pathways
OCG01572	K00021	map00900	Terpenoid backbone biosynthesis
OCG01572	K00021	map01100	Metabolic pathways
OCG01572	K00021	map01110	Biosynthesis of secondary metabolites
OCG01573	K03872	map04120	Ubiquitin mediated proteolysis
OCG01574	K14573	map03008	Ribosome biogenesis in eukaryotes
OCG01575	K11644	map04139	Mitophagy - yeast
OCG01576	K07904	map04144	Endocytosis
OCG01576	K07905	map04144	Endocytosis
OCG01577	K09481	map03060	Protein export
OCG01577	K09481	map04141	Protein processing in endoplasmic reticulum
